"Economic.Sector","Year","Jobs","Pathway"
"Petroleum, Chemical and Non-Metallic Mineral Products",2036,293403.723593606,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2037,302478.390736683,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2038,299139.882473062,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2039,302941.213304783,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2040,304032.557885251,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2041,304876.511033516,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2042,307000.66241884,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2043,309117.36195762,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2044,310816.737515157,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2045,314038.246413445,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2046,316937.455663197,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2047,318051.536824225,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2048,319191.804549316,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2049,320930.119487873,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2050,322209.0343544,"Low Emissions-Expansionary"
"Post and Telecommunications",2023,203385.123949745,"Low Emissions-Expansionary"
"Post and Telecommunications",2024,205629.145714286,"Low Emissions-Expansionary"
"Post and Telecommunications",2025,209018.794377868,"Low Emissions-Expansionary"
"Post and Telecommunications",2026,212816.336839087,"Low Emissions-Expansionary"
"Post and Telecommunications",2027,214569.042905872,"Low Emissions-Expansionary"
"Post and Telecommunications",2028,217339.56064155,"Low Emissions-Expansionary"
"Post and Telecommunications",2029,219231.453313671,"Low Emissions-Expansionary"
"Post and Telecommunications",2030,221392.201508049,"Low Emissions-Expansionary"
"Post and Telecommunications",2031,223954.824337745,"Low Emissions-Expansionary"
"Post and Telecommunications",2032,226514.755145566,"Low Emissions-Expansionary"
"Post and Telecommunications",2033,228921.233227468,"Low Emissions-Expansionary"
"Post and Telecommunications",2034,229980.879333306,"Low Emissions-Expansionary"
"Post and Telecommunications",2035,232094.476812823,"Low Emissions-Expansionary"
"Post and Telecommunications",2036,230847.222203005,"Low Emissions-Expansionary"
"Post and Telecommunications",2037,237925.347886604,"Low Emissions-Expansionary"
"Post and Telecommunications",2038,235073.183661699,"Low Emissions-Expansionary"
"Post and Telecommunications",2039,237936.445954436,"Low Emissions-Expansionary"
"Post and Telecommunications",2040,238632.918169372,"Low Emissions-Expansionary"
"Post and Telecommunications",2041,239131.645871412,"Low Emissions-Expansionary"
"Post and Telecommunications",2042,240654.414426212,"Low Emissions-Expansionary"
"Post and Telecommunications",2043,242171.117082596,"Low Emissions-Expansionary"
"Post and Telecommunications",2044,243353.263133942,"Low Emissions-Expansionary"
"Post and Telecommunications",2045,245752.039941935,"Low Emissions-Expansionary"
"Post and Telecommunications",2046,247891.086836946,"Low Emissions-Expansionary"
"Post and Telecommunications",2047,248599.625320598,"Low Emissions-Expansionary"
"Post and Telecommunications",2048,249326.939595368,"Low Emissions-Expansionary"
"Post and Telecommunications",2049,250535.517190851,"Low Emissions-Expansionary"
"Post and Telecommunications",2050,251378.201790688,"Low Emissions-Expansionary"
"Private Households",2023,142369.586764821,"Low Emissions-Expansionary"
"Private Households",2024,143940.402,"Low Emissions-Expansionary"
"Private Households",2025,145134.861529481,"Low Emissions-Expansionary"
"Private Households",2026,146328.730288105,"Low Emissions-Expansionary"
"Private Households",2027,147521.962643358,"Low Emissions-Expansionary"
"Private Households",2028,148708.731274714,"Low Emissions-Expansionary"
"Private Households",2029,149900.537200926,"Low Emissions-Expansionary"
"Private Households",2030,151091.568844738,"Low Emissions-Expansionary"
"Private Households",2031,152275.942777043,"Low Emissions-Expansionary"
"Private Households",2032,153459.413949288,"Low Emissions-Expansionary"
"Private Households",2033,154647.809084256,"Low Emissions-Expansionary"
"Private Households",2034,155446.422170515,"Low Emissions-Expansionary"
"Private Households",2035,156631.660024264,"Low Emissions-Expansionary"
"Private Households",2036,157430.565135829,"Low Emissions-Expansionary"
"Private Households",2037,158606.525745448,"Low Emissions-Expansionary"
"Private Households",2038,159405.596786516,"Low Emissions-Expansionary"
"Private Households",2039,160201.150542168,"Low Emissions-Expansionary"
"Private Households",2040,160993.135810539,"Low Emissions-Expansionary"
"Private Households",2041,161787.519253091,"Low Emissions-Expansionary"
"Private Households",2042,162572.231642313,"Low Emissions-Expansionary"
"Private Households",2043,163359.275606797,"Low Emissions-Expansionary"
"Private Households",2044,163766.079934241,"Low Emissions-Expansionary"
"Private Households",2045,164172.922569734,"Low Emissions-Expansionary"
"Private Households",2046,164573.693535485,"Low Emissions-Expansionary"
"Private Households",2047,164968.337110151,"Low Emissions-Expansionary"
"Private Households",2048,165369.088891804,"Low Emissions-Expansionary"
"Private Households",2049,165763.674765144,"Low Emissions-Expansionary"
"Private Households",2050,166158.221189199,"Low Emissions-Expansionary"
"Public Administration",2023,498293.553676875,"Low Emissions-Expansionary"
"Public Administration",2024,503791.407,"Low Emissions-Expansionary"
"Public Administration",2025,508073.25094716,"Low Emissions-Expansionary"
"Public Administration",2026,512324.618466035,"Low Emissions-Expansionary"
"Public Administration",2027,516482.774074989,"Low Emissions-Expansionary"
"Public Administration",2028,520692.76212684,"Low Emissions-Expansionary"
"Public Administration",2029,524866.427134116,"Low Emissions-Expansionary"
"Public Administration",2030,529054.887058959,"Low Emissions-Expansionary"
"Public Administration",2031,533246.182745978,"Low Emissions-Expansionary"
"Public Administration",2032,537434.786159432,"Low Emissions-Expansionary"
"Public Administration",2033,541631.135188156,"Low Emissions-Expansionary"
"Public Administration",2034,544414.682568342,"Low Emissions-Expansionary"
"Public Administration",2035,548582.723127539,"Low Emissions-Expansionary"
"Public Administration",2036,551224.856394981,"Low Emissions-Expansionary"
"Public Administration",2037,555668.874446357,"Low Emissions-Expansionary"
"Public Administration",2038,558212.388813399,"Low Emissions-Expansionary"
"Public Administration",2039,561097.815952806,"Low Emissions-Expansionary"
"Public Administration",2040,563836.949433975,"Low Emissions-Expansionary"
"Public Administration",2041,566571.919239849,"Low Emissions-Expansionary"
"Public Administration",2042,569337.124688399,"Low Emissions-Expansionary"
"Public Administration",2043,572109.678167653,"Low Emissions-Expansionary"
"Public Administration",2044,573564.028298936,"Low Emissions-Expansionary"
"Public Administration",2045,575093.508080362,"Low Emissions-Expansionary"
"Public Administration",2046,576585.833691011,"Low Emissions-Expansionary"
"Public Administration",2047,577968.299284658,"Low Emissions-Expansionary"
"Public Administration",2048,579372.348157486,"Low Emissions-Expansionary"
"Public Administration",2049,580784.62446967,"Low Emissions-Expansionary"
"Public Administration",2050,582173.654604297,"Low Emissions-Expansionary"
"Re-export & Re-import",2023,10169.2561974872,"Low Emissions-Expansionary"
"Re-export & Re-import",2024,10281.4572857143,"Low Emissions-Expansionary"
"Re-export & Re-import",2025,10366.7758220663,"Low Emissions-Expansionary"
"Re-export & Re-import",2026,10452.0521657143,"Low Emissions-Expansionary"
"Re-export & Re-import",2027,10537.283051977,"Low Emissions-Expansionary"
"Re-export & Re-import",2028,10622.0521069898,"Low Emissions-Expansionary"
"Re-export & Re-import",2029,10707.180969375,"Low Emissions-Expansionary"
"Re-export & Re-import",2030,10792.2545265306,"Low Emissions-Expansionary"
"Re-export & Re-import",2031,10876.8525335587,"Low Emissions-Expansionary"
"Re-export & Re-import",2032,10961.3860584184,"Low Emissions-Expansionary"
"Re-export & Re-import",2033,11046.2712955485,"Low Emissions-Expansionary"
"Re-export & Re-import",2034,11103.3149583673,"Low Emissions-Expansionary"
"Re-export & Re-import",2035,11187.9746766582,"Low Emissions-Expansionary"
"Re-export & Re-import",2036,11245.0392,"Low Emissions-Expansionary"
"Re-export & Re-import",2037,11329.0362602679,"Low Emissions-Expansionary"
"Re-export & Re-import",2038,11386.1126387755,"Low Emissions-Expansionary"
"Re-export & Re-import",2039,11442.9377844643,"Low Emissions-Expansionary"
"Re-export & Re-import",2040,11499.508040051,"Low Emissions-Expansionary"
"Re-export & Re-import",2041,11556.2495955612,"Low Emissions-Expansionary"
"Re-export & Re-import",2042,11612.3003632653,"Low Emissions-Expansionary"
"Re-export & Re-import",2043,11668.51767375,"Low Emissions-Expansionary"
"Re-export & Re-import",2044,11697.5750118367,"Low Emissions-Expansionary"
"Re-export & Re-import",2045,11726.6350878827,"Low Emissions-Expansionary"
"Re-export & Re-import",2046,11755.261474898,"Low Emissions-Expansionary"
"Re-export & Re-import",2047,11783.4501927934,"Low Emissions-Expansionary"
"Re-export & Re-import",2048,11812.0752128571,"Low Emissions-Expansionary"
"Re-export & Re-import",2049,11840.2598144388,"Low Emissions-Expansionary"
"Re-export & Re-import",2050,11868.4416,"Low Emissions-Expansionary"
"Recycling",2023,10169.2561974872,"Low Emissions-Expansionary"
"Recycling",2024,10281.4572857143,"Low Emissions-Expansionary"
"Recycling",2025,10373.9938313255,"Low Emissions-Expansionary"
"Recycling",2026,10472.559906539,"Low Emissions-Expansionary"
"Recycling",2027,10558.7587199075,"Low Emissions-Expansionary"
"Recycling",2028,10666.1008674858,"Low Emissions-Expansionary"
"Recycling",2029,10770.0637670229,"Low Emissions-Expansionary"
"Recycling",2030,10874.9524676973,"Low Emissions-Expansionary"
"Recycling",2031,10980.9265604389,"Low Emissions-Expansionary"
"Recycling",2032,11086.7171088131,"Low Emissions-Expansionary"
"Recycling",2033,11192.1023372263,"Low Emissions-Expansionary"
"Recycling",2034,11266.3298880185,"Low Emissions-Expansionary"
"Recycling",2035,11370.1336113659,"Low Emissions-Expansionary"
"Recycling",2036,11434.7459019301,"Low Emissions-Expansionary"
"Recycling",2037,11557.9375090777,"Low Emissions-Expansionary"
"Recycling",2038,11615.6208419884,"Low Emissions-Expansionary"
"Recycling",2039,11696.1976397967,"Low Emissions-Expansionary"
"Recycling",2040,11767.4613793203,"Low Emissions-Expansionary"
"Recycling",2041,11837.8673685062,"Low Emissions-Expansionary"
"Recycling",2042,11911.6264677706,"Low Emissions-Expansionary"
"Recycling",2043,11985.323328443,"Low Emissions-Expansionary"
"Recycling",2044,12032.5275694746,"Low Emissions-Expansionary"
"Recycling",2045,12084.5243171818,"Low Emissions-Expansionary"
"Recycling",2046,12134.8839334119,"Low Emissions-Expansionary"
"Recycling",2047,12178.820731791,"Low Emissions-Expansionary"
"Recycling",2048,12223.0618156063,"Low Emissions-Expansionary"
"Recycling",2049,12268.4517858835,"Low Emissions-Expansionary"
"Recycling",2050,12312.157596438,"Low Emissions-Expansionary"
"Retail Trade",2023,864386.776786416,"Low Emissions-Expansionary"
"Retail Trade",2024,873923.869285714,"Low Emissions-Expansionary"
"Retail Trade",2025,881637.875653651,"Low Emissions-Expansionary"
"Retail Trade",2026,889869.145113769,"Low Emissions-Expansionary"
"Retail Trade",2027,897182.959131202,"Low Emissions-Expansionary"
"Retail Trade",2028,904738.866685217,"Low Emissions-Expansionary"
"Retail Trade",2029,912084.458924576,"Low Emissions-Expansionary"
"Retail Trade",2030,919501.764316368,"Low Emissions-Expansionary"
"Retail Trade",2031,926993.814806101,"Low Emissions-Expansionary"
"Retail Trade",2032,934482.06739998,"Low Emissions-Expansionary"
"Retail Trade",2033,941958.150363647,"Low Emissions-Expansionary"
"Retail Trade",2034,946852.696480528,"Low Emissions-Expansionary"
"Retail Trade",2035,954234.482235034,"Low Emissions-Expansionary"
"Retail Trade",2036,958501.001067413,"Low Emissions-Expansionary"
"Retail Trade",2037,967198.009740241,"Low Emissions-Expansionary"
"Retail Trade",2038,971028.068838329,"Low Emissions-Expansionary"
"Retail Trade",2039,976409.702918012,"Low Emissions-Expansionary"
"Retail Trade",2040,981176.950162238,"Low Emissions-Expansionary"
"Retail Trade",2041,985904.9646031,"Low Emissions-Expansionary"
"Retail Trade",2042,990861.060933478,"Low Emissions-Expansionary"
"Retail Trade",2043,995830.543203743,"Low Emissions-Expansionary"
"Retail Trade",2044,998550.704048039,"Low Emissions-Expansionary"
"Retail Trade",2045,1001607.41143925,"Low Emissions-Expansionary"
"Retail Trade",2046,1004560.46111253,"Low Emissions-Expansionary"
"Retail Trade",2047,1007087.97826947,"Low Emissions-Expansionary"
"Retail Trade",2048,1009657.72333031,"Low Emissions-Expansionary"
"Retail Trade",2049,1012327.1700303,"Low Emissions-Expansionary"
"Retail Trade",2050,1014898.38706192,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2023,366093.223109541,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2024,370132.462285714,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2025,373212.40805248,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2026,376298.929228766,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2027,379370.075931908,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2028,382429.064576312,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2029,385497.271892395,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2030,388564.5866195,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2031,391616.480954744,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2032,394666.04045339,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2033,397727.59440228,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2034,399783.566757133,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2035,402835.831121419,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2036,404882.962772403,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2037,407932.19166372,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2038,409973.080604782,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2039,412028.819979632,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2040,414066.373929088,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2041,416109.283509874,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2042,418131.691507522,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2043,420160.093500662,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2044,421211.649097583,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2045,422268.426990126,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2046,423308.591209163,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2047,424327.112866999,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2048,425361.433820437,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2049,426381.973822723,"Low Emissions-Expansionary"
"Textiles and Wearing Apparel",2050,427400.931241713,"Low Emissions-Expansionary"
"Transport",2023,488124.297479388,"Low Emissions-Expansionary"
"Transport",2024,493509.949714286,"Low Emissions-Expansionary"
"Transport",2025,498961.030936311,"Low Emissions-Expansionary"
"Transport",2026,504953.823100886,"Low Emissions-Expansionary"
"Transport",2027,509100.206080823,"Low Emissions-Expansionary"
"Transport",2028,514075.085845417,"Low Emissions-Expansionary"
"Transport",2029,518359.053572094,"Low Emissions-Expansionary"
"Transport",2030,522860.979887357,"Low Emissions-Expansionary"
"Transport",2031,527674.188563197,"Low Emissions-Expansionary"
"Transport",2032,532486.480167846,"Low Emissions-Expansionary"
"Transport",2033,537189.874696978,"Low Emissions-Expansionary"
"Transport",2034,539925.131626708,"Low Emissions-Expansionary"
"Transport",2035,544392.404574781,"Low Emissions-Expansionary"
"Transport",2036,545280.571731542,"Low Emissions-Expansionary"
"Transport",2037,553723.552216391,"Low Emissions-Expansionary"
"Transport",2038,553328.351686087,"Low Emissions-Expansionary"
"Transport",2039,557521.992263418,"Low Emissions-Expansionary"
"Transport",2040,559968.696461287,"Low Emissions-Expansionary"
"Transport",2041,562264.937269673,"Low Emissions-Expansionary"
"Transport",2042,565365.401625056,"Low Emissions-Expansionary"
"Transport",2043,568469.569323049,"Low Emissions-Expansionary"
"Transport",2044,570441.207159351,"Low Emissions-Expansionary"
"Transport",2045,573394.478062675,"Low Emissions-Expansionary"
"Transport",2046,576128.967589356,"Low Emissions-Expansionary"
"Transport",2047,577703.685023727,"Low Emissions-Expansionary"
"Transport",2048,579311.648296694,"Low Emissions-Expansionary"
"Transport",2049,581296.352290045,"Low Emissions-Expansionary"
"Transport",2050,582991.216724307,"Low Emissions-Expansionary"
"Transport Equipment",2023,40677.024789949,"Low Emissions-Expansionary"
"Transport Equipment",2024,41125.8291428571,"Low Emissions-Expansionary"
"Transport Equipment",2025,41663.9770015368,"Low Emissions-Expansionary"
"Transport Equipment",2026,42432.7616213863,"Low Emissions-Expansionary"
"Transport Equipment",2027,42812.7281185137,"Low Emissions-Expansionary"
"Transport Equipment",2028,43307.8881668406,"Low Emissions-Expansionary"
"Transport Equipment",2029,43701.3446387345,"Low Emissions-Expansionary"
"Transport Equipment",2030,44125.3742322361,"Low Emissions-Expansionary"
"Transport Equipment",2031,44594.8007229321,"Low Emissions-Expansionary"
"Transport Equipment",2032,45063.571510682,"Low Emissions-Expansionary"
"Transport Equipment",2033,45515.0347633408,"Low Emissions-Expansionary"
"Transport Equipment",2034,45763.6151456797,"Low Emissions-Expansionary"
"Transport Equipment",2035,46180.8499742104,"Low Emissions-Expansionary"
"Transport Equipment",2036,46162.5247672545,"Low Emissions-Expansionary"
"Transport Equipment",2037,47154.1069528752,"Low Emissions-Expansionary"
"Transport Equipment",2038,46950.4540589998,"Low Emissions-Expansionary"
"Transport Equipment",2039,47408.7215783038,"Low Emissions-Expansionary"
"Transport Equipment",2040,47615.958401116,"Low Emissions-Expansionary"
"Transport Equipment",2041,47801.148651846,"Low Emissions-Expansionary"
"Transport Equipment",2042,48104.4334193105,"Low Emissions-Expansionary"
"Transport Equipment",2043,48407.9997320229,"Low Emissions-Expansionary"
"Transport Equipment",2044,48627.8614191747,"Low Emissions-Expansionary"
"Transport Equipment",2045,48989.4766556715,"Low Emissions-Expansionary"
"Transport Equipment",2046,49321.160134738,"Low Emissions-Expansionary"
"Transport Equipment",2047,49487.3448859864,"Low Emissions-Expansionary"
"Transport Equipment",2048,49657.4177965075,"Low Emissions-Expansionary"
"Transport Equipment",2049,49883.489751338,"Low Emissions-Expansionary"
"Transport Equipment",2050,50068.2010203027,"Low Emissions-Expansionary"
"Wholesale Trade",2023,457616.528886926,"Low Emissions-Expansionary"
"Wholesale Trade",2024,462665.577857143,"Low Emissions-Expansionary"
"Wholesale Trade",2025,468761.747328161,"Low Emissions-Expansionary"
"Wholesale Trade",2026,477351.993221545,"Low Emissions-Expansionary"
"Wholesale Trade",2027,481613.91414639,"Low Emissions-Expansionary"
"Wholesale Trade",2028,487171.549398927,"Low Emissions-Expansionary"
"Wholesale Trade",2029,491577.84513563,"Low Emissions-Expansionary"
"Wholesale Trade",2030,496328.174171785,"Low Emissions-Expansionary"
"Wholesale Trade",2031,501590.236715625,"Low Emissions-Expansionary"
"Wholesale Trade",2032,506843.48547074,"Low Emissions-Expansionary"
"Wholesale Trade",2033,511899.710831413,"Low Emissions-Expansionary"
"Wholesale Trade",2034,514667.585475353,"Low Emissions-Expansionary"
"Wholesale Trade",2035,519334.950983414,"Low Emissions-Expansionary"
"Wholesale Trade",2036,519084.263305345,"Low Emissions-Expansionary"
"Wholesale Trade",2037,530242.118141876,"Low Emissions-Expansionary"
"Wholesale Trade",2038,527895.431838141,"Low Emissions-Expansionary"
"Wholesale Trade",2039,533029.828816143,"Low Emissions-Expansionary"
"Wholesale Trade",2040,535326.275368775,"Low Emissions-Expansionary"
"Wholesale Trade",2041,537372.766518943,"Low Emissions-Expansionary"
"Wholesale Trade",2042,540753.475813271,"Low Emissions-Expansionary"
"Wholesale Trade",2043,544136.443235172,"Low Emissions-Expansionary"
"Wholesale Trade",2044,546578.190536091,"Low Emissions-Expansionary"
"Wholesale Trade",2045,550621.339379423,"Low Emissions-Expansionary"
"Wholesale Trade",2046,554325.454423766,"Low Emissions-Expansionary"
"Wholesale Trade",2047,556158.221987172,"Low Emissions-Expansionary"
"Wholesale Trade",2048,558034.001911195,"Low Emissions-Expansionary"
"Wholesale Trade",2049,560541.317654299,"Low Emissions-Expansionary"
"Wholesale Trade",2050,562579.582864344,"Low Emissions-Expansionary"
"Wood and Paper",2023,50846.2809874362,"Low Emissions-Expansionary"
"Wood and Paper",2024,51407.2864285714,"Low Emissions-Expansionary"
"Wood and Paper",2025,52383.8074091304,"Low Emissions-Expansionary"
"Wood and Paper",2026,53951.0548322412,"Low Emissions-Expansionary"
"Wood and Paper",2027,54485.0594238705,"Low Emissions-Expansionary"
"Wood and Paper",2028,55339.2286305381,"Low Emissions-Expansionary"
"Wood and Paper",2029,55912.7406530781,"Low Emissions-Expansionary"
"Wood and Paper",2030,56570.4010739932,"Low Emissions-Expansionary"
"Wood and Paper",2031,57355.287586034,"Low Emissions-Expansionary"
"Wood and Paper",2032,58138.7842076143,"Low Emissions-Expansionary"
"Wood and Paper",2033,58872.8015318785,"Low Emissions-Expansionary"
"Wood and Paper",2034,59216.9995801254,"Low Emissions-Expansionary"
"Wood and Paper",2035,59858.7720948183,"Low Emissions-Expansionary"
"Wood and Paper",2036,59471.902011575,"Low Emissions-Expansionary"
"Wood and Paper",2037,61690.9996245811,"Low Emissions-Expansionary"
"Wood and Paper",2038,60796.2471922055,"Low Emissions-Expansionary"
"Wood and Paper",2039,61715.8629098604,"Low Emissions-Expansionary"
"Wood and Paper",2040,61948.9897969003,"Low Emissions-Expansionary"
"Wood and Paper",2041,62120.3427410181,"Low Emissions-Expansionary"
"Wood and Paper",2042,62618.9926543836,"Low Emissions-Expansionary"
"Wood and Paper",2043,63117.1240663254,"Low Emissions-Expansionary"
"Wood and Paper",2044,63547.4981789124,"Low Emissions-Expansionary"
"Wood and Paper",2045,64365.9204764196,"Low Emissions-Expansionary"
"Wood and Paper",2046,65104.7138782664,"Low Emissions-Expansionary"
"Wood and Paper",2047,65392.5525798066,"Low Emissions-Expansionary"
"Wood and Paper",2048,65688.2275679539,"Low Emissions-Expansionary"
"Wood and Paper",2049,66139.4797003434,"Low Emissions-Expansionary"
"Wood and Paper",2050,66477.0794812107,"Low Emissions-Expansionary"
